h(theta) = g(z),J-theta1 when y = 1,J-theta2 when y = 0 
0.698000000000001,0.156144577376839,0.51999305704285
0.699,0.155522824254318,0.521433504406157
0.7,0.154901959985743,0.522878745280338
0.701000000000001,0.154281982033341,0.524328811675571
0.702000000000001,0.153662887870194,0.525783735923745
0.703000000000001,0.153044674980176,0.527243550682788
0.704,0.152427340857887,0.528708288941062
0.705000000000001,0.151810883008601,0.530177984021838
0.706000000000001,0.151195298948196,0.531652669587843
0.707000000000001,0.1505805862031,0.533132379645891
0.708,0.149966742310231,0.534617148551582
0.709000000000001,0.149353764816933,0.536107011014093
0.710000000000001,0.148741651280924,0.537602002101045
0.711000000000001,0.148130399270233,0.539102157243453
0.712,0.147520006363143,0.54060751224077
0.713000000000001,0.146910470148134,0.542118103266008
0.714000000000001,0.146301788223825,0.543633966870958
0.715000000000001,0.145693958198919,0.54515513999149
0.716,0.145086977692144,0.546681659952963
0.717000000000001,0.1444808443322,0.548213564475711
0.718000000000001,0.143875555757699,0.54975089168064
0.719000000000001,0.143271109617117,0.551293680094921
0.72,0.142667503568731,0.552841968657782
0.721000000000001,0.142064735280571,0.554395796726403
0.722000000000001,0.141462802430361,0.555955204081925
0.723000000000001,0.140861702705469,0.557520230935552
0.724,0.140261433802853,0.559090917934783
0.725000000000001,0.139661993429006,0.560667306169738
0.726000000000001,0.139063379299906,0.562249437179613
0.727000000000001,0.138465589140962,0.563837352959245
0.728000000000001,0.137868620686962,0.565431095965802
0.729000000000001,0.137272471682025,0.567030709125595
0.730000000000001,0.136677139879544,0.568636235841014
0.731000000000001,0.136082623042139,0.570247719997593
0.732000000000001,0.135488918941608,0.571865205971212
0.733000000000001,0.134896025358872,0.573488738635426
0.734000000000001,0.134303940083929,0.575118363368934
0.735000000000001,0.133712660915805,0.576754126063193
0.736000000000001,0.133122185662501,0.57839607313017
0.737000000000001,0.132532512140948,0.580044251510243
0.738000000000001,0.131943638176958,0.581698708680255
0.739000000000001,0.131355561605174,0.58335949266172
0.740000000000001,0.130768280269023,0.585026652029183
0.741000000000001,0.130181792020672,0.586700235918749
0.742000000000001,0.129596094720973,0.588380294036771
0.743000000000001,0.129011186239424,0.590066876668706
0.744000000000001,0.128427064454121,0.591760034688151
0.745000000000001,0.127843727251707,0.593459819566046
0.746000000000001,0.127261172527331,0.595166283380063
0.747000000000001,0.126679398184601,0.596879478824183
0.748000000000001,0.126098402135538,0.598599459218457
0.749000000000001,0.125518182300533,0.600326278518963
0.750000000000001,0.1249387366083,0.602059991327963
0.751000000000001,0.124360062995831,0.603800652904265
0.752000000000001,0.123782159408357,0.605548319173785
0.753000000000001,0.123205023799299,0.607303046740335
0.754000000000001,0.122628654130226,0.609064892896622
0.755000000000001,0.122053048370811,0.610833915635468
0.756000000000001,0.121478204498793,0.612610173661272
0.757000000000001,0.120904120499927,0.614393726401689
0.758000000000001,0.120330794367946,0.61618463401957
0.759000000000001,0.119758224104519,0.617982957425133
0.760000000000001,0.119186407719208,0.619788758288395
0.761000000000001,0.118615343229427,0.621602099051863
0.762000000000001,0.118045028660399,0.623423042943489
0.763000000000001,0.117475462045119,0.625251653989897
0.764000000000001,0.11690664142431,0.627087997029894
0.765000000000001,0.116338564846382,0.628932137728265
0.766000000000001,0.115771230367396,0.630784142589858
0.767000000000001,0.115204636051019,0.632644078973982
0.768000000000001,0.114638779968488,0.634512015109101
0.769000000000001,0.114073660198569,0.636388020107857
0.770000000000001,0.113509274827518,0.638272163982408
0.771000000000001,0.112945621949043,0.640164517660113
0.772000000000001,0.112382699664264,0.642065152999547
0.773000000000001,0.111820506081675,0.643974142806878
0.774000000000001,0.111259039317107,0.6458915608526
0.775000000000001,0.110698297493689,0.647817481888639
0.776000000000001,0.110138278741811,0.649751981665838
0.777000000000001,0.109578981199085,0.65169513695184
0.778000000000001,0.109020403010311,0.653647025549362
0.779000000000001,0.108462542327435,0.65560772631489
0.780000000000001,0.107905397309519,0.657577319177795
0.781000000000001,0.107348966122699,0.659555885159883
0.782000000000001,0.106793246940152,0.661543506395396
0.783000000000001,0.106238237942056,0.663540266151472
0.784000000000001,0.105683937315561,0.66554624884907
0.785000000000001,0.105130343254747,0.667561540084396
0.786000000000001,0.104577453960592,0.66958622665081
0.787000000000001,0.104025267640935,0.671620396561263
0.788000000000001,0.103473782510444,0.67366413907125
0.789000000000001,0.102922996790579,0.675717544702308
0.790000000000001,0.102372908709558,0.677780705266082
0.791000000000001,0.101823516502323,0.679853713888947
0.792000000000001,0.101274818410506,0.68193666503724
0.793000000000001,0.100726812682396,0.684029654543083
0.794000000000001,0.100179497572903,0.686132779630848
0.795000000000001,0.099632871343529,0.688246138944247
0.796000000000001,0.099086932262331,0.690369832574102
0.797000000000001,0.098541678603887,0.692503962086788
0.798000000000001,0.09799710864927,0.694648630553377
0.799000000000001,0.097453220686008,0.696803942579512
0.800000000000001,0.096910013008056,0.69897000433602
0.801000000000001,0.096367483915762,0.701146923590295
0.802000000000001,0.095825631715836,0.70333480973847
0.803000000000001,0.095284454721319,0.705533773838408
0.804000000000001,0.094743951251548,0.707743928643525
0.805000000000001,0.094204119632131,0.709965388637483
0.806000000000001,0.093664958194909,0.712198270069775
0.807000000000001,0.093126465277929,0.714442690992227
0.808000000000001,0.092588639225414,0.716698771296452
0.809000000000001,0.092051478387727,0.718966632752274
0.810000000000001,0.09151498112135,0.721246399047172
0.811000000000001,0.090979145788844,0.723538195826757
0.812000000000001,0.090443970758824,0.725842150736322
0.813000000000001,0.089909454405932,0.728158393463502
0.814000000000001,0.089375595110799,0.730487055782085
0.815000000000001,0.088842391260023,0.732828271596988
0.816000000000001,0.088309841246139,0.735182176990465
0.817000000000001,0.087777943467584,0.737548910269572
0.818000000000001,0.087246696328677,0.739928612014927
0.819000000000001,0.086716098239581,0.742321425130817
0.820000000000001,0.086186147616283,0.744727494896695
0.821000000000001,0.085656842880559,0.747146969020108
0.822000000000001,0.085128182459949,0.749579997691107
0.823000000000001,0.08460016478773,0.752026733638195
0.824000000000001,0.084072788302884,0.754487332185852
0.825000000000001,0.083546051450075,0.756961951313707
0.826000000000001,0.083019952679618,0.759450751717402
0.827000000000001,0.082494490447453,0.761953896871206
0.828000000000001,0.08196966321512,0.764471553092453
0.829000000000001,0.081445469449726,0.767003889607848
0.830000000000001,0.080921907623926,0.769551078621728
0.831000000000001,0.080398976215889,0.772113295386328
0.832000000000001,0.079876673709276,0.774690718274139
0.833000000000001,0.079354998593212,0.777283528852418
0.834000000000001,0.078833949362261,0.779891911959946
0.835000000000001,0.078313524516398,0.782516055786095
0.836000000000001,0.077793722560983,0.785156151952304
0.837000000000001,0.07727454200674,0.787812395596044
0.838000000000001,0.076755981369723,0.790484985457371
0.839000000000001,0.076238039171299,0.793174123968152
0.840000000000001,0.075720713938118,0.795880017344077
0.841000000000001,0.075204004202088,0.79860287567955
0.842000000000001,0.07468790850035,0.801342913045579
0.843000000000001,0.074172425375257,0.804100347590768
0.844000000000001,0.073657553374345,0.80687540164554
0.845000000000001,0.073143291050307,0.80966830182971
0.846000000000001,0.072629636960976,0.812479279163539
0.847000000000001,0.072116589669293,0.815308569182403
0.848000000000001,0.071604147743286,0.818156412055229
0.849000000000001,0.071092309756047,0.821023052706832
0.850000000000001,0.070581074285707,0.82390874094432
0.851000000000001,0.070070439915412,0.826813731587728
0.852000000000001,0.0695604052333,0.829738284605044
0.853000000000001,0.069050968832477,0.832682665251826
0.854000000000001,0.068542129310995,0.835647144215565
0.855000000000001,0.068033885271827,0.838631997765027
0.856000000000001,0.067526235322847,0.841637507904752
0.857000000000001,0.067019178076802,0.84466396253494
0.858000000000001,0.066512712151294,0.847711655616945
0.859000000000001,0.066006836168757,0.850780887344622
0.860000000000001,0.065501548756432,0.853871964321764
0.861000000000001,0.064996848546345,0.856985199745907
0.862000000000001,0.064492734175287,0.860120913598765
0.863000000000001,0.06398920428479,0.863279432843595
0.864000000000001,0.063486257521106,0.866461091629784
0.865000000000001,0.062983892535186,0.869666231504996
0.866000000000001,0.062482107982653,0.872895201635194
0.867000000000001,0.061980902523789,0.876148359032916
0.868000000000001,0.061480274823508,0.879426068794152
0.869000000000001,0.060980223551333,0.882728704344238
0.870000000000001,0.060480747381381,0.886056647693165
0.871000000000001,0.059981844992337,0.889410289700753
0.872000000000001,0.059483515067433,0.892790030352134
0.873000000000001,0.05898575629443,0.896196279044045
0.874000000000001,0.058488567365597,0.899629454882439
0.875000000000001,0.057991946977686,0.903089986991946
0.876000000000001,0.057495893831919,0.906578314837767
0.877000000000001,0.057000406633959,0.910094888560604
0.878000000000001,0.056505484093897,0.913640169325254
0.879000000000001,0.056011124926228,0.917214629683552
0.880000000000001,0.055517327849831,0.920818753952378
0.881000000000001,0.055024091587952,0.924453038607472
0.882000000000001,0.05453141486818,0.928117992693877
0.883000000000001,0.054039296422431,0.931814138253841
0.884000000000001,0.053547734986927,0.935542010773084
0.885000000000001,0.053056729302174,0.939302159646391
0.886000000000001,0.052566278112949,0.94309514866353
0.887000000000001,0.052076380168273,0.946921556516583
0.888000000000001,0.051587034221399,0.950781977329821
0.889000000000001,0.051098239029786,0.954677021213345
0.890000000000001,0.050609993355087,0.958607314841778
0.891000000000001,0.050122295963125,0.962573502059379
0.892000000000001,0.049635145623877,0.966576244513053
0.893000000000001,0.049148541111453,0.970616222314793
0.894000000000001,0.048662481204082,0.974694134735233
0.895000000000001,0.048176964684088,0.978810700930065
0.896000000000001,0.047691990337875,0.982966660701222
0.897000000000001,0.047207556955908,0.987162775294831
0.898000000000001,0.046723663332695,0.991399828238085
0.899000000000001,0.046240308266771,0.99567862621736
0.900000000000001,0.045757490560675,1
0.901000000000001,0.045275209020937,1.00436480540245
0.902000000000001,0.044793462458058,1.00877392430751
0.903000000000001,0.044312249686494,1.01322826573376
0.904000000000001,0.043831569524636,1.01772876696043
0.905000000000001,0.043351420794796,1.02227639471116
0.906000000000001,0.042871802323187,1.0268721464003
0.907000000000001,0.042392712939904,1.03151705144607
0.908000000000001,0.041914151478915,1.03621217265445
0.909000000000001,0.041436116778032,1.04095860767891
0.910000000000001,0.040958607678906,1.04575749056068
0.911000000000001,0.040481623027002,1.05060999335509
0.912000000000001,0.040005161671584,1.05551732784983
0.913000000000001,0.039529222465701,1.06048074738138
0.914000000000001,0.039053804266168,1.06550154875644
0.915000000000001,0.038578905933551,1.07058107428571
0.916000000000001,0.038104526332149,1.07572071393812
0.917000000000001,0.037630664329979,1.08092190762393
0.918000000000001,0.037157318798757,1.08618614761629
0.919000000000001,0.036684488613888,1.09151498112135
0.920000000000001,0.036212172654444,1.09691001300806
0.921000000000001,0.035740369803151,1.10237290870956
0.922000000000001,0.03526907894637,1.10790539730952
0.923000000000001,0.034798298974088,1.11350927482752
0.924000000000001,0.034328028779893,1.11918640771921
0.925000000000001,0.033858267260967,1.1249387366083
0.926000000000001,0.033389013318065,1.13076828026903
0.927000000000001,0.032920265855503,1.13667713987955
0.928000000000001,0.032452023781138,1.14266750356874
0.929000000000001,0.031984286006358,1.14874165128093
0.930000000000001,0.031517051446065,1.15490195998575
0.931000000000001,0.031050319018657,1.16115090926275
0.932000000000001,0.030584087646018,1.16749108729377
0.933000000000001,0.0301183562535,1.17392519729918
0.934000000000001,0.029653123769906,1.18045606445814
0.935000000000001,0.029188389127482,1.18708664335715
0.936000000000001,0.028724151261895,1.19382002601612
0.937000000000001,0.028260409112221,1.20065945054642
0.938000000000001,0.027797161620935,1.20760831050175
0.939000000000001,0.027334407733889,1.21467016498924
0.940000000000001,0.026872146400301,1.22184874961636
0.941000000000001,0.026410376572743,1.22914798835786
0.942000000000001,0.025949097207122,1.23657200643707
0.943000000000001,0.025488307262671,1.24412514432751
0.944000000000001,0.025028005701931,1.25181197299381
0.945000000000001,0.024568191490737,1.25963731050576
0.946000000000001,0.024108863598207,1.26760624017704
0.947000000000001,0.023650020996726,1.27572413039922
0.948000000000001,0.023191662661933,1.28399665636521
0.949000000000001,0.022733787572707,1.29242982390207
0.950000000000001,0.022276394711152,1.30102999566399
0.951000000000001,0.021819483062586,1.30980391997149
0.952000000000001,0.021363051615525,1.31875876262442
0.953000000000001,0.020907099361673,1.32790214206429
0.954000000000001,0.020451625295905,1.33724216831843
0.955000000000001,0.019996628416253,1.34678748622466
0.956000000000001,0.0195421077239,1.35654732351382
0.957000000000001,0.019088062223156,1.36653154442042
0.958000000000001,0.018634490921455,1.37675070960211
0.959000000000001,0.018181392829336,1.38721614328027
0.960000000000001,0.017728766960431,1.39794000867205
0.961000000000001,0.017276612331454,1.40893539297351
0.962000000000001,0.016824927962187,1.4202164033832
0.963000000000001,0.016373712875465,1.43179827593301
0.964000000000001,0.015922966097169,1.44369749923272
0.965000000000001,0.015472686656207,1.45593195564973
0.966000000000001,0.015022873584506,1.46852108295775
0.967000000000001,0.014573525916998,1.48148606012212
0.968000000000001,0.014124642691606,1.4948500216801
0.969000000000001,0.013676222949234,1.50863830616574
0.970000000000001,0.013228265733755,1.52287874528035
0.971000000000001,0.012780770091995,1.53760200210106
0.972000000000001,0.012333735073725,1.55284196865779
0.973000000000001,0.011887159731648,1.56863623584102
0.974000000000001,0.011441043121384,1.58502665202919
0.975000000000001,0.010995384301463,1.60205999132798
0.976000000000001,0.010550182333308,1.61978875828841
0.977000000000001,0.010105436281227,1.63827216398242
0.978000000000001,0.009661145212398,1.65757731917781
0.979000000000001,0.009217308196862,1.6777807052661
0.980000000000001,0.008773924307505,1.69897000433604
0.981000000000001,0.008330992620051,1.72124639904719
0.982000000000001,0.00788851221305,1.74472749489671
0.983000000000001,0.007446482167864,1.76955107862175
0.984000000000001,0.007004901568658,1.7958800173441
0.985000000000001,0.006563769502388,1.82390874094434
0.986000000000001,0.006123085058788,1.85387196432179
0.987000000000001,0.005682847330363,1.88605664769319
0.988000000000001,0.005243055412372,1.9208187539524
0.989000000000001,0.00480370840282,1.95860731484181
0.990000000000001,0.00436480540245,2.00000000000003
0.991000000000001,0.003926345514724,2.04575749056071
0.992000000000001,0.003488327845821,2.0969100130081
0.993000000000001,0.003050751504618,2.15490195998579
0.994000000000001,0.002613615602686,2.22184874961641
0.995000000000001,0.002176919254274,2.30102999566405
0.996000000000001,0.001740661576301,2.39794000867212
0.997000000000001,0.001304841688344,2.52287874528045
0.998000000000001,0.000869458712629,2.69897000433619
0.999000000000001,0.000434511774017,3.00000000000034
