h(theta) = g(z),J-theta1 when y = 1,J-theta2 when y = 0 
0.422,0.374687549038326,0.238072161579471
0.423,0.373659632624957,0.238824186844269
0.424,0.372634143407267,0.239577516576788
0.425,0.371611069949688,0.24033215531037
0.426,0.370590400897281,0.241088107602027
0.427,0.369572124974976,0.24184537803261
0.428,0.368556230986828,0.242603971206976
0.429,0.367542707815275,0.243363891754152
0.43,0.366531544420413,0.244125144327509
0.431,0.365522729839268,0.244887733604929
0.432,0.364516253185088,0.245651664288981
0.433,0.363512103646634,0.246416941107094
0.434,0.362510270487489,0.247183568811729
0.435,0.361510743045362,0.247951552180562
0.436,0.360513510731414,0.248720896016658
0.437,0.359518563029578,0.249491605148654
0.438,0.3585258894959,0.250263684430939
0.439,0.357535479757878,0.251037138743839
0.44,0.356547323513812,0.2518119729938
0.441,0.355561410532161,0.252588192113577
0.442,0.354577730650908,0.253365801062421
0.443,0.35359627377693,0.254144804826271
0.444,0.35261702988538,0.254925208417943
0.445,0.351639989019068,0.255707016877324
0.446,0.350665141287858,0.256490235271571
0.447,0.349692476868063,0.257274868695302
0.448,0.348721986001856,0.258060922270801
0.449,0.347753658996676,0.258848401148215
0.45,0.346787486224656,0.259637310505756
0.451,0.345823458122039,0.260427655549908
0.452,0.344861565188617,0.261219441515631
0.453,0.343901797987168,0.262012673666569
0.454,0.342944147142896,0.262807357295263
0.455,0.341988603342887,0.263603497723358
0.456,0.341035157335565,0.26440110030182
0.457,0.340083799930149,0.265200170411153
0.458,0.33913452199613,0.266000713461613
0.459,0.338187314462738,0.266802734893431
0.46,0.337242168318426,0.267606240177032
0.461,0.336299074610351,0.268411234813261
0.462,0.335358024443874,0.269217724333611
0.463,0.334419008982046,0.270025714300445
0.464,0.333482019445119,0.27083521030723
0.465,0.332547047110046,0.271646217978772
0.466,0.331614083309999,0.272458742971444
0.467,0.330683119433887,0.273272790973428
0.468,0.329754146925876,0.274088367704952
0.469,0.328827157284916,0.274905478918531
0.47,0.327902142064282,0.275724130399211
0.471,0.326979092871103,0.276544327964814
0.472,0.326058001365912,0.277366077466188
0.473,0.325138859262188,0.278189384787454
0.474,0.324221658325915,0.279014255846261
0.475,0.323306390375133,0.279840696594043
0.476,0.322393047279506,0.280668713016274
0.477,0.321481620959886,0.281498311132726
0.478,0.320572103387881,0.282329496997738
0.479,0.319664486585436,0.283162276700476
0.48,0.318758762624412,0.283996656365201
0.481,0.317854923626168,0.284832642151542
0.482,0.31695296176115,0.285670240254767
0.483,0.316052869248487,0.286509456906058
0.484,0.315154638355587,0.287350298372789
0.485,0.314258261397736,0.288192770958809
0.486,0.313363730737706,0.289036881004725
0.487,0.312471038785365,0.289882634888184
0.488,0.311580177997289,0.29073003902417
0.489,0.310691140876379,0.291579099865287
0.49,0.309803919971486,0.292429823902064
0.491,0.308918507877031,0.293282217663242
0.492,0.308034897232639,0.294136287716081
0.493,0.30715308072277,0.294992040666664
0.494,0.306273051076353,0.295849483160201
0.495,0.305394801066431,0.296708621881339
0.496,0.304518323509802,0.297569463554475
0.497,0.303643611266667,0.298432014944073
0.498,0.302770657240282,0.299296282854981
0.499,0.30189945437661,0.300162274132755
0.5,0.301029995663981,0.301029995663981
0.501,0.300162274132754,0.30189945437661
0.502,0.29929628285498,0.302770657240283
0.503,0.298432014944072,0.303643611266668
0.504,0.297569463554474,0.304518323509803
0.505,0.296708621881338,0.305394801066431
0.506,0.295849483160201,0.306273051076353
0.507,0.294992040666664,0.30715308072277
0.508,0.29413628771608,0.30803489723264
0.509,0.293282217663241,0.308918507877032
0.51,0.292429823902063,0.309803919971487
0.511,0.291579099865287,0.31069114087638
0.512,0.290730039024169,0.31158017799729
0.513,0.289882634888183,0.312471038785366
0.514,0.289036881004724,0.313363730737707
0.515,0.288192770958809,0.314258261397737
0.516,0.287350298372788,0.315154638355588
0.517,0.286509456906057,0.316052869248488
0.518,0.285670240254767,0.316952961761151
0.519,0.284832642151542,0.317854923626169
0.52,0.283996656365201,0.318758762624413
0.521,0.283162276700475,0.319664486585437
0.522,0.282329496997738,0.320572103387881
0.523,0.281498311132725,0.321481620959886
0.524,0.280668713016273,0.322393047279507
0.525,0.279840696594043,0.323306390375134
0.526,0.279014255846261,0.324221658325915
0.527,0.278189384787453,0.325138859262189
0.528,0.277366077466187,0.326058001365913
0.529,0.276544327964814,0.326979092871104
0.53,0.275724130399211,0.327902142064283
0.531,0.274905478918531,0.328827157284917
0.532,0.274088367704951,0.329754146925876
0.533,0.273272790973427,0.330683119433888
0.534,0.272458742971443,0.33161408331
0.535,0.271646217978771,0.332547047110046
0.536,0.27083521030723,0.333482019445119
0.537,0.270025714300444,0.334419008982047
0.538,0.26921772433361,0.335358024443875
0.539,0.268411234813261,0.336299074610352
0.54,0.267606240177031,0.337242168318426
0.541,0.26680273489343,0.338187314462739
0.542,0.266000713461613,0.339134521996131
0.543,0.265200170411153,0.34008379993015
0.544,0.26440110030182,0.341035157335565
0.545,0.263603497723357,0.341988603342888
0.546,0.262807357295262,0.342944147142896
0.547,0.262012673666569,0.343901797987168
0.548,0.26121944151563,0.344861565188618
0.549,0.260427655549908,0.34582345812204
0.55,0.259637310505756,0.346787486224657
0.551,0.258848401148215,0.347753658996677
0.552,0.258060922270801,0.348721986001856
0.553,0.257274868695301,0.349692476868064
0.554,0.25649023527157,0.350665141287858
0.555,0.255707016877323,0.351639989019069
0.556,0.254925208417942,0.35261702988538
0.557,0.254144804826271,0.353596273776931
0.558,0.253365801062421,0.354577730650908
0.559,0.252588192113576,0.355561410532162
0.56,0.251811972993799,0.356547323513813
0.561,0.251037138743838,0.357535479757879
0.562,0.250263684430939,0.358525889495901
0.563,0.249491605148653,0.359518563029579
0.564,0.248720896016657,0.360513510731414
0.565,0.247951552180561,0.361510743045363
0.566,0.247183568811728,0.36251027048749
0.567,0.246416941107093,0.363512103646635
0.568,0.245651664288981,0.364516253185088
0.569,0.244887733604928,0.365522729839269
0.57,0.244125144327508,0.366531544420414
0.571,0.243363891754152,0.367542707815276
0.572,0.242603971206975,0.368556230986828
0.573,0.24184537803261,0.369572124974976
0.574,0.241088107602026,0.370590400897281
0.575,0.240332155310369,0.371611069949689
0.576,0.239577516576788,0.372634143407268
0.577,0.238824186844268,0.373659632624958
0.578,0.238072161579471,0.374687549038326
0.579,0.237321436272563,0.375717904164332
0.58,0.236572006437062,0.3767507096021
0.581,0.235823867609669,0.377785977033705
0.582,0.235077015350111,0.378823718224965
0.583,0.234331445240986,0.379863945026243
0.584,0.2335871528876,0.380906669373258
0.585,0.232844133917819,0.381951903287908
0.586,0.232102383981909,0.382999658879101
0.587,0.231361898752385,0.384049948343599
0.588,0.230622673923861,0.385102783966866
0.589,0.229884705212898,0.386158178123931
0.59,0.229147988357855,0.387216143280265
0.591,0.228412519118744,0.388276691992659
0.592,0.22767829327708,0.38933983691012
0.593,0.226945306635737,0.39040559077478
0.594,0.226213555018806,0.391473966422806
0.595,0.22548303427145,0.392544976785332
0.596,0.224753740259763,0.393618634889395
0.597,0.224025668870631,0.394694953858891
0.598,0.223298816011589,0.39577394691553
0.599,0.222573177610688,0.396855627379818
0.6,0.221848749616356,0.397940008672038
0.601,0.22112552799726,0.399027104313252
0.602,0.220403508742175,0.400116927926313
0.603,0.219682687859848,0.401209493236885
0.604,0.218963061378868,0.402304814074488
0.605,0.218244625347531,0.40340290437354
0.606,0.217527375833713,0.404503778174426
0.607,0.216811308924742,0.405607449624574
0.608,0.216096420727265,0.406713932979543
0.609,0.215382707367124,0.407823242604134
0.61,0.214670164989233,0.408935392973501
0.611,0.213958789757445,0.410050398674293
0.612,0.213248577854438,0.411168274405793
0.613,0.212539525481585,0.412289034981089
0.614,0.211831628858832,0.413412695328246
0.615,0.211124884224583,0.4145392704915
0.616,0.210419287835574,0.41566877563247
0.617,0.209714835966758,0.416801226031378
0.618,0.209011524911184,0.417936637088292
0.619,0.208309350979882,0.419075024324381
0.62,0.207608310501746,0.42021640338319
0.621,0.206908399823419,0.421360790031928
0.622,0.206209615309181,0.422508200162775
0.623,0.20551195334083,0.423658649794208
0.624,0.204815410317576,0.424812155072339
0.625,0.204119982655924,0.425968732272282
0.626,0.20342566678957,0.42712839779952
0.627,0.202732459169283,0.428291168191313
0.628,0.202040356262804,0.429457060118103
0.629,0.201349354554731,0.430626090384955
0.63,0.200659450546418,0.431798275933005
0.631,0.199970640755865,0.43297363384094
0.632,0.199282921717615,0.434152181326483
0.633,0.198596289982645,0.435333935747911
0.634,0.197910742118267,0.43651891460559
0.635,0.197226274708024,0.437707135543526
0.636,0.196542884351586,0.438898616350945
0.637,0.195860567664649,0.440093374963888
0.638,0.195179321278837,0.441291429466835
0.639,0.1944991418416,0.442492798094343
0.64,0.193820026016113,0.443697499232713
0.641,0.193141970481182,0.444905551421681
0.642,0.192464971931146,0.446116973356126
0.643,0.191789027075778,0.447331783887807
0.644,0.191114132640188,0.448550002027125
0.645,0.190440285364732,0.449771646944906
0.646,0.189767482004916,0.450996737974213
0.647,0.189095719331299,0.452225294612178
0.648,0.188424994129406,0.45345733652187
0.649,0.18775530319963,0.454692883534176
0.65,0.187086643357144,0.455931955649725
0.651,0.186419011431808,0.457174573040821
0.652,0.185752404268079,0.45842075605342
0.653000000000001,0.185086818724926,0.459670525209127
0.654,0.184422251675732,0.460923901207224
0.655,0.183758700008217,0.462180904926726
0.656,0.183096160624339,0.46344155742847
0.657000000000001,0.182434630440219,0.46470587995723
0.658,0.181774106386044,0.465973893943866
0.659,0.18111458540599,0.467245621007503
0.66,0.180456064458131,0.468521082957745
0.661000000000001,0.179798540514359,0.469800301796918
0.662,0.1791420105603,0.471083299722346
0.663,0.178486471595227,0.472370099128662
0.664,0.177831920631982,0.473660722610157
0.665000000000001,0.177178354696895,0.474955192963155
0.666,0.176525770829699,0.476253533188436
0.667,0.175874166083451,0.477555766493681
0.668,0.175223537524454,0.478861916295964
0.669000000000001,0.174573882232177,0.480172006224282
0.67,0.173925197299173,0.481486060122113
0.671,0.173277479831008,0.482804102050026
0.672,0.172630726946174,0.484126156288322
0.673000000000001,0.171984935776023,0.485452247339715
0.674,0.17134010346468,0.486782399932062
0.675,0.170696227168975,0.488116639021126
0.676,0.170053304058364,0.489454989793388
0.677000000000001,0.169411331314855,0.490797477668898
0.678000000000001,0.168770306132936,0.49214412830417
0.679,0.168130225719498,0.493494967595129
0.68,0.167491087293763,0.494850021680095
0.681000000000001,0.166852888087214,0.496209316942819
0.682000000000001,0.166215625343521,0.497572880015568
0.683,0.165579296318467,0.498940737782249
0.684,0.164943898279883,0.500312917381597
0.685000000000001,0.164309428507574,0.5016894462104
0.686000000000001,0.163675884293248,0.503070351926786
0.687,0.163043262940449,0.504455662453552
0.688,0.162411561764488,0.505845405981558
0.689000000000001,0.161780778092374,0.507239610973163
0.690000000000001,0.161150909262744,0.508638306165728
0.691,0.160521952625801,0.510041520575166
0.692,0.159893905543242,0.511449283499556
0.693000000000001,0.159266765388193,0.512861624522814
0.694000000000001,0.158640529545145,0.514278573518421
0.695,0.158015195409886,0.515700160653215
0.696,0.157390760389438,0.517126416391247
0.697000000000001,0.15676722190199,0.518557371497696
